UID,BLOCKID,SUMLEVEL,COUNTYID,STATEID,state,state_ab,city,place,type,primary,zip_code,area_code,lat,lng,ALand,AWater,pop,male_pop,female_pop,rent_mean,rent_median,rent_stdev,rent_sample_weight,rent_samples,rent_gt_10,rent_gt_15,rent_gt_20,rent_gt_25,rent_gt_30,rent_gt_35,rent_gt_40,rent_gt_50,universe_samples,used_samples,hi_mean,hi_median,hi_stdev,hi_sample_weight,hi_samples,family_mean,family_median,family_stdev,family_sample_weight,family_samples,hc_mortgage_mean,hc_mortgage_median,hc_mortgage_stdev,hc_mortgage_sample_weight,hc_mortgage_samples,hc_mean,hc_median,hc_stdev,hc_samples,hc_sample_weight,home_equity_second_mortgage,second_mortgage,home_equity,debt,second_mortgage_cdf,home_equity_cdf,debt_cdf,hs_degree,hs_degree_male,hs_degree_female,male_age_mean,male_age_median,male_age_stdev,male_age_sample_weight,male_age_samples,female_age_mean,female_age_median,female_age_stdev,female_age_sample_weight,female_age_samples,pct_own,married,married_snp,separated,divorced
267822,,140,53,36,New York,NY,Hamilton,Hamilton,City,tract,13346,315,42.8408125,-75.5015238,202183361,1699120,5230,2612,2618,769.38638,784,232.63967,272.34441,362,0.86761,0.79155,0.59155,0.45634,0.42817,0.18592,0.15493,0.12958,387,355,63125.28406,48120,49042.01206,1290.9624,2024,67994.1479,53245,47667.30119,884.33516,1491,1414.80295,1223,641.22898,377.83135,867,570.0153,558,270.11299,770,499.29293,0.01588,0.02077,0.08919,0.52963,0.43658,0.49087,0.73341,0.89288,0.8588,0.92434,42.48574,44,22.97306,696.42136,2612,44.48629,45.33333,22.51276,685.33845,2618,0.79046,0.57851,0.01882,0.0124,0.0877
246444,,140,141,18,Indiana,IN,South Bend,Roseland,City,tract,46616,574,41.7014409,-86.2666135,1560828,100363,2633,1349,1284,804.87924,848,253.46747,312.58622,513,0.9741,0.93227,0.6992,0.6992,0.55179,0.41235,0.39044,0.27888,542,502,41931.92593,35186,31639.50203,838.74664,1127,50670.10337,43023,34715.57548,375.28798,554,864.4139,784,482.2702,316.8832,356,351.98293,336,125.40457,229,189.60606,0.02222,0.02222,0.04274,0.60855,0.42174,0.70823,0.5812,0.90487,0.86947,0.94187,34.84728,32,20.37452,323.90204,1349,36.48391,37.58333,23.43353,267.23367,1284,0.52483,0.34886,0.01426,0.01426,0.0903
245683,,140,63,18,Indiana,IN,Danville,Danville,City,tract,46122,317,39.7922023,-86.5152462,69561595,284193,6881,3643,3238,742.77365,703,323.39011,291.8552,378,0.95238,0.88624,0.7963,0.66667,0.39153,0.39153,0.28307,0.15873,459,378,84942.68317,74964,56811.62186,1155.2098,2488,95262.51431,85395,49292.67664,709.74925,1889,1506.06758,1361,731.89394,699.41354,1491,556.45986,532,184.42175,538,323.35354,0,0,0.09512,0.73484,1,0.46332,0.28704,0.94288,0.94616,0.93952,39.38154,40.83333,22.89769,888.2973,3643,42.1581,42.83333,23.94119,707.01963,3238,0.85331,0.64745,0.0283,0.01607,0.10657
279653,,140,127,72,Puerto Rico,PR,San Juan,Guaynabo,Urban,tract,927,787,18.3961028,-66.1041689,1105793,0,2700,1141,1559,803.42018,782,297.39258,259.30316,368,0.94693,0.87151,0.69832,0.61732,0.51397,0.46927,0.35754,0.32961,438,358,48733.67116,37845,45100.5401,928.32193,1267,56401.68133,44399,41082.90515,490.18479,729,1175.28642,1101,428.98751,261.28471,437,288.04047,247,185.55887,392,314.90566,0.01086,0.01086,0.01086,0.52714,0.53057,0.8253,0.73727,0.915,0.90755,0.92043,48.64749,48.91667,23.05968,274.98956,1141,47.77526,50.58333,24.32015,362.20193,1559,0.65037,0.47257,0.02021,0.02021,0.10106
247218,,140,161,20,Kansas,KS,Manhattan,Manhattan City,City,tract,66502,785,39.195573,-96.5693657,2554403,0,5637,2586,3051,938.56493,881,392.44096,1005.42886,1704,0.99286,0.98247,0.91688,0.8474,0.78247,0.60974,0.55455,0.44416,1725,1540,31834.15466,22497,34046.50907,1548.67477,1983,54053.42396,50272,39609.12605,244.08903,395,1192.58759,1125,327.49674,76.61052,134,443.68855,444,76.12674,124,79.55556,0.05426,0.05426,0.05426,0.51938,0.18332,0.65545,0.74967,1,1,1,26.07533,22.41667,11.84399,1296.89877,2586,24.17693,21.58333,11.10484,1854.48652,3051,0.13046,0.12356,0,0,0.03109
221087,,140,79,1,Alabama,AL,Trinity,Trinity,Town,tract,35673,256,34.5195819,-87.151801,78402217,487343,5475,2564,2911,605.10246,684,230.15912,272.10405,287,0.80139,0.74564,0.74564,0.58188,0.23345,0.23345,0.23345,0.08014,359,287,56912.14107,44873,40121.43988,1391.84595,2095,60875.7445,48032,39750.92905,1064.00539,1641,1137.05215,1141,377.2616,482.59538,759,338.91273,326,157.69587,977,823.46465,0,0,0.05991,0.43721,1,0.629,0.85639,0.80537,0.84111,0.77123,38.81194,41.41667,21.52576,565.96518,2564,37.06814,36.41667,22.88689,708.76625,2911,0.83215,0.58503,0.0068,0,0.1691
286689,,140,337,48,Texas,TX,Nocona,Nocona City,Town,tract,76255,940,33.8428142,-97.7843399,663218412,3122513,1947,994,953,661.76963,674,230.48928,125.45345,153,0.78431,0.71242,0.69935,0.66013,0.64052,0.64052,0.63399,0.63399,182,153,57872.25064,43761,52036.76167,523.50554,793,68632.82777,56405,48917.69947,332.78813,564,1339.98441,1016,734.84378,132.40505,210,484.73723,435,291.44606,401,274.48824,0,0,0,0.3437,1,1,0.92825,0.84475,0.84056,0.8488,39.36384,40,23.08255,245.14423,994,42.18601,42.75,23.40326,240.99337,953,0.77658,0.63974,0.0141,0.0141,0.09744
280558,,140,45,45,South Carolina,SC,Taylors,Tigerville,City,tract,29687,864,35.1367626,-82.294817,160338537,1912842,3476,1658,1818,784.36272,729,401.67621,94.0499,124,1,1,1,0.83871,0.83871,0.57258,0.52419,0.52419,146,124,74276.59665,59504,68335.13833,741.68039,1398,84050.66542,69529,60389.8494,492.9074,1027,1891.7254,1767,1109.67216,272.42931,622,391.71253,308,291.09124,630,503.74471,0.03355,0.03355,0.09665,0.49681,0.31734,0.45654,0.7839,0.86265,0.82111,0.9,46.63912,53.08333,22.60861,411.56696,1658,46.22879,49.75,21.76534,461.22601,1818,0.89931,0.73197,0.0785,0.05587,0.05587
269138,,140,81,36,New York,NY,South Richmond Hill,New York City,City,tract,11419,718,40.6886096,-73.8305968,157581,0,3530,1778,1752,1438.85143,1501,444.9146,76.80713,332,1,0.93578,0.93578,0.82875,0.80428,0.71254,0.63609,0.43425,332,327,69482.99919,44906,62747.61391,510.47908,804,69349.724,51123,56330.89786,469.48412,753,2941.2698,2792,892.72056,59.9083,324,966.47211,954,224.02324,148,71.39181,0.02331,0.02331,0.11441,0.68644,0.41132,0.3776,0.4009,0.7631,0.79669,0.73226,34.08697,30.66667,19.57786,460.16923,1778,37.27535,37.33333,20.27963,413.66078,1752,0.59602,0.52974,0.13016,0.02309,0.05318
227164,,140,37,6,California,CA,Rancho Palos Verdes,Palos Verdes Estates City,City,tract,90275,310,33.7558674,-118.4075895,3565039,1123792,4139,2086,2053,2104.29576,1856,838.73396,48.12378,391,0.96675,0.96675,0.91304,0.83632,0.6445,0.61637,0.58824,0.46036,418,391,119148.7838,98399,91993.70081,595.05678,1557,135702.8403,124446,76150.66062,321.70488,1155,3306.2624,3302,1137.02429,110.26388,702,971.13374,820,491.04684,437,190.98724,0.01229,0.02809,0.21247,0.61633,0.36543,0.0964,0.56452,0.98606,0.98635,0.98578,45.09668,47.33333,24.60028,524.26788,2086,46.41178,50.5,24.7763,439.4464,2053,0.73651,0.65905,0.0337,0.00514,0.04911
225738,,140,37,6,California,CA,Los Angeles,View Park-windsor Hills,City,tract,90019,323,34.0417457,-118.3114921,462145,0,5457,2758,2699,1067.34552,1127,387.91424,503.19855,1253,0.97845,0.90822,0.85555,0.74461,0.64485,0.48204,0.42219,0.27055,1273,1253,44079.14486,36376,40322.72856,1047.86792,1334,45428.28882,35028,42055.31111,760.48543,949,2785.22083,2996,598.44245,6.94389,35,724.84413,731,54.44527,26,12.86869,0,0,0,0.57377,1,1,0.65316,0.52627,0.55108,0.49942,36.04461,34.33333,18.54763,700.94943,2758,34.51838,32,19.92837,703.54749,2699,0.02972,0.36015,0.10843,0.06368,0.05077
229818,,140,73,6,California,CA,Coronado,Coronado City,City,tract,92118,619,32.6854276,-117.1703733,1263078,105077,2056,902,1154,2086.20929,2197,998.33509,66.22611,260,0.91837,0.91837,0.73469,0.64082,0.39592,0.25306,0.12245,0.0898,272,245,125769.4296,107762,87375.5248,272.07156,860,140973.9038,128243,74103.84321,148.71936,575,2860.7577,2529,1246.25677,96.51246,445,981.39555,907,525.7465,143,62.37799,0,0,0.23639,0.7568,1,0.06559,0.23938,0.94968,0.94219,0.95495,44.06557,46.91667,24.18405,234.76764,902,48.56477,52.16667,24.68631,250.12806,1154,0.69966,0.60836,0.01175,0.01044,0.07311
221922,,140,51,5,Arkansas,AR,Hot Springs,Lake Hamilton,City,tract,71901,501,34.4606101,-93.0917716,10127241,1838821,4332,2027,2305,828.1103,772,370.84891,784.08318,1065,0.98478,0.8411,0.73549,0.62036,0.50238,0.43197,0.28544,0.25024,1091,1051,42591.51106,33911,34449.39936,1763.18606,2229,51853.37021,41814,38431.72689,895.20962,1256,1191.26932,1067,400.05165,283.78432,485,390.41922,357,186.05912,653,500.91545,0.05624,0.05624,0.0703,0.42619,0.17436,0.58002,0.86731,0.89592,0.93074,0.86522,48.79931,49.75,21.59004,491.68377,2027,52.75415,57,23.10858,527.65218,2305,0.50735,0.67861,0.04866,0.03583,0.14225
251800,,140,25,24,Maryland,MD,Abingdon,Bel Air South,CDP,tract,21009,410,39.4832884,-76.3051023,1777723,4383,4019,1965,2054,1608.9644,1604,444.75389,21.08616,122,1,0.80328,0.57377,0.37705,0.20492,0.20492,0.20492,0.20492,146,122,105233.0513,93605,60729.22659,455.57187,1356,105537.9025,97962,55102.11853,359.43003,1155,1895.03457,1812,737.97098,296.49432,1020,572.95499,476,319.81092,190,122.32323,0.00083,0.00083,0.24215,0.84298,0.5769,0.05989,0.09468,0.94288,0.92379,0.96207,36.38614,34.66667,20.73781,454.58654,1965,35.31345,36.08333,20.17805,550.75441,2054,0.86464,0.63559,0.02086,0.02086,0.04433
284565,,140,121,48,Texas,TX,Lewisville,Hebron,Town,tract,75056,469,33.0755145,-96.8471481,3384294,39053,2155,1186,969,3171.18369,3241,404.77865,5.30261,54,1,1,1,0.22222,0.22222,0.11111,0.11111,0,54,54,174998.938,177667,92631.44,139.43738,755,166338.2662,180960,79333.30674,126.55266,629,3196.37077,3107,863.78276,109.23197,555,1286.79489,1272,464.44057,146,44.53801,0.15121,0.15121,0.19258,0.79173,0.0224,0.13118,0.17142,0.99577,0.99229,1,38.40109,42.58333,20.61626,282.03779,1186,38.19047,44.5,20.75746,215.98221,969,0.91137,0.61755,0.04009,0.04009,0.1701
244296,,140,99,17,Illinois,IL,Streator,Kangley,Village,tract,61364,815,41.1323129,-88.8674278,24384336,0,5503,2289,3214,569.11486,510,244.87693,501.9798,554,0.96875,0.9082,0.81836,0.51758,0.45508,0.45508,0.42383,0.36133,556,512,54525.39542,44002,50620.62106,1416.47235,2199,66253.45976,63129,41661.35907,765.03111,1393,1152.77797,996,565.11499,593.89444,878,500.10572,484,199.48315,765,478.13131,0.00852,0.00852,0.08278,0.53439,0.54837,0.52082,0.72563,0.79704,0.83919,0.76722,43.1854,45.83333,23.09189,606.91661,2289,44.83807,46.66667,26.52846,719.06733,3214,0.7967,0.55951,0.02576,0.00155,0.08501
241586,,140,153,19,Iowa,IA,West Des Moines,West Des Moines City,City,tract,50265,515,41.5317761,-93.7383557,40975706,2369638,5003,2372,2631,780.30639,738,200.64943,488.15468,551,1,0.75499,0.63339,0.5245,0.30309,0.2196,0.2196,0.14882,580,551,90878.5937,69346,76813.16087,1015.25165,2028,105925.7228,96453,68677.21529,546.03814,1322,1755.89306,1657,872.47594,341.64942,886,671.01638,579,408.761,562,316.41255,0.03108,0.03108,0.11533,0.61188,0.33827,0.37386,0.57415,0.94841,0.93671,0.96002,42.37408,44.16667,23.33202,570.95234,2372,38.82837,38.66667,23.82897,552.43455,2631,0.77274,0.58359,0.00987,0.00987,0.04206
281681,,140,37,47,Tennessee,TN,Nashville,Berry Hill City,City,tract,37217,615,36.1231227,-86.7142153,4157628,0,5694,2988,2706,727.56346,714,203.39685,1478.24729,1824,0.99338,0.88754,0.78004,0.66373,0.55568,0.42944,0.3462,0.25469,1863,1814,40268.49359,30452,33884.52168,1909.1007,2476,47907.0277,40833,37476.68478,790.54213,1108,1205.08477,1182,473.95863,191.70621,338,380.70656,392,110.8537,275,214.39394,0.04568,0.04568,0.06852,0.55139,0.22992,0.58852,0.69568,0.71929,0.70524,0.73526,34.32545,32.5,18.81105,691.24183,2988,34.08112,31,19.52713,624.56551,2706,0.32069,0.39035,0.15087,0.05235,0.08574
242185,,140,19,17,Illinois,IL,Champaign,Bondville,Village,tract,61821,217,40.1349948,-88.3242127,19602855,139,6870,3450,3420,1169.34293,1140,386.27218,416.27622,1067,1,0.78819,0.69916,0.54077,0.33646,0.3074,0.25398,0.17526,1067,1067,74602.04394,59428,52886.55328,1430.50092,2675,81067.56175,71879,47332.37215,823.053,1765,1427.52735,1378,484.13311,531.74611,1288,540.8087,534,106.74321,320,166.9697,0.03669,0.03669,0.14925,0.801,0.29208,0.24594,0.15536,0.97907,0.9677,0.98931,32.06829,30.41667,19.31088,866.5065,3450,35.84052,34.66667,20.86563,732.87959,3420,0.62716,0.55162,0.04633,0.02627,0.08318
267431,,140,47,36,New York,NY,Brooklyn,New York City,City,tract,11218,718,40.6302931,-73.9744922,153160,0,3623,1817,1806,1173.45957,1227,623.83309,323.98202,819,0.96654,0.95043,0.89591,0.80669,0.72986,0.59232,0.56753,0.42503,819,807,54546.49433,31972,55169.06746,688.79808,1028,57755.33528,42082,46587.60884,486.55442,728,2974.53585,2540,1183.1416,25.39881,136,945.10178,905,323.15991,73,36.13131,0,0,0.0622,0.65072,1,0.61793,0.48625,0.65335,0.63762,0.66697,30.90062,27.41667,21.93818,434.59109,1817,35.23561,32.16667,24.01932,454.27183,1806,0.29696,0.55029,0.06051,0.00491,0.04742
285990,,140,209,48,Texas,TX,San Marcos,San Marcos City,Town,tract,78666,512,29.8801283,-97.9460055,1596312,0,2667,1240,1427,1064.87286,899,446.6735,455.82051,896,0.98549,0.94866,0.81362,0.80246,0.79129,0.69866,0.49777,0.42522,929,896,52524.87192,36050,59769.7156,860.67204,1295,82421.07137,70152,66607.31479,163.55527,360,1297.19094,1148,655.03032,112.0335,225,880.93634,740,544.62929,141,81.77618,0,0,0,0.61475,1,1,0.56788,0.96586,0.99119,0.93705,35.13134,30.08333,19.16317,310.68227,1240,32.24411,23.83333,18.94561,610.67432,1427,0.25116,0.20499,0.00357,0.00267,0.10339
265422,,140,3,32,Nevada,NV,Las Vegas,Las Vegas City,City,tract,89128,702,36.1832934,-115.2521308,1660586,0,5508,2664,2844,979.40142,954,238.87463,590.82189,1204,0.97176,0.84718,0.70681,0.57558,0.3912,0.28322,0.21262,0.18106,1204,1204,60194.08123,52582,38226.6645,1386.91581,2211,60513.23572,51430,38762.0437,910.33825,1438,1445.37985,1224,761.22715,433.88442,873,428.32616,418,72.99959,134,94.10101,0.06256,0.06256,0.19662,0.86693,0.14802,0.12335,0.06795,0.88186,0.96311,0.81731,38.91346,41.16667,22.38326,605.15956,2664,40.1391,40.25,19.80114,656.2744,2844,0.49056,0.47107,0.05931,0.03038,0.12392
249599,,140,97,22,Louisiana,LA,Sunset,Sunset,City,tract,70584,337,30.3754311,-92.0852398,129556107,153113,6893,3449,3444,739.18362,773,210.01849,290.47633,332,0.93871,0.50968,0.45161,0.30968,0.30968,0.23548,0.23548,0.23548,456,310,67417.32793,57447,59785.07299,1459.77074,2662,78989.87529,74198,53500.77209,828.07732,1856,1208.26436,1070,574.41732,582.50206,964,255.08323,237,124.10097,1242,1162.64273,0.00045,0.00045,0.05213,0.43699,0.57697,0.66532,0.85665,0.86565,0.84995,0.88003,37.32438,38.75,23.28521,849.98151,3449,37.60186,37.75,20.96721,868.54054,3444,0.82446,0.56677,0.0163,0.00233,0.14946
232884,,140,69,8,Colorado,CO,Fort Collins,Fort Collins City,City,tract,80526,970,40.560424,-105.126121,2648998,0,5982,2914,3068,1120.22497,1037,409.22168,563.7681,1241,0.94198,0.89927,0.70508,0.49154,0.36745,0.33441,0.28928,0.23046,1295,1241,69626.32069,60741,52525.90971,1328.27893,2386,78057.07485,72516,47426.56642,654.33196,1343,1384.75689,1338,419.65193,325.75662,786,332.31313,326,76.22585,305,284.79798,0.03025,0.03025,0.14207,0.72044,0.34566,0.27043,0.3196,0.98499,0.97027,1,32.25382,30,18.67875,783.53662,2914,32.66462,26.66667,19.04699,984.27002,3068,0.45035,0.44378,0.01588,0.01588,0.06266
280022,,140,7,44,Rhode Island,RI,Pawtucket,Central Falls City,CDP,tract,2860,401,41.8757712,-71.4136777,1173922,471,4437,2161,2276,960.10728,880,383.51481,408.25116,728,0.89423,0.79808,0.625,0.4533,0.35714,0.35027,0.30769,0.25412,728,728,59498.12361,45724,48050.62564,1024.98171,1570,66018.0945,48131,48259.30188,630.37681,1029,1533.66808,1436,532.49807,235.19683,591,562.83557,519,205.52228,251,148.9798,0.06888,0.06888,0.18527,0.7019,0.12642,0.14648,0.3636,0.84504,0.8282,0.8613,37.13457,31.16667,20.96822,526.07477,2161,38.27835,37.41667,21.31869,536.30966,2276,0.55984,0.40526,0.03669,0.00493,0.06188
259011,,140,89,28,Mississippi,MS,Camden,Pickens,CDP,tract,39045,662,32.7996792,-89.860752,455318476,4313333,1792,856,936,569.44621,620,245.45548,13.9697,17,0.64706,0.64706,0.64706,0.64706,0.64706,0.64706,0.29412,0,43,17,42609.58898,27959,44749.0266,526.80651,721,53138.15183,37738,42115.61562,293.78956,442,1090.42033,956,381.74282,162.45713,211,436.51505,398,216.59775,467,342.13374,0,0,0,0.31121,1,1,0.94455,0.81103,0.78723,0.83333,45.61552,46.75,23.03329,210.64383,856,44.26443,49.41667,24.16844,198.50473,936,0.94337,0.33885,0.0586,0.03185,0.15541
262773,,140,1,34,New Jersey,NJ,Egg Harbor Township,Pomona,City,tract,8234,609,39.4225788,-74.5975267,12702114,3467,9478,4461,5017,1143.92869,1030,460.35193,245.86662,546,1,1,0.89744,0.74542,0.52381,0.51282,0.51282,0.34982,546,546,86628.38793,71469,68162.50018,1445.19211,2926,94067.5844,80377,64397.42374,1025.60935,2345,2055.48404,2017,601.04736,438.57423,1787,818.72376,770,287.0759,593,324.31313,0.01513,0.01513,0.1563,0.75084,0.49244,0.22377,0.25191,0.80617,0.8214,0.79399,35.31113,36.66667,21.55385,1047.21512,4461,37.64347,37.25,21.38695,1179.40124,5017,0.8391,0.68196,0.00341,0.00341,0.0682
274935,,140,5,41,Oregon,OR,Eagle Creek,Estacada City,City,tract,97022,503,45.3529265,-122.326152,93750097,1134836,5567,2834,2733,1066.07101,903,391.88556,179.54343,361,1,0.78977,0.60227,0.4233,0.34091,0.29545,0.29545,0.22727,361,352,71646.88128,58571,59613.16353,1094.69811,1893,76320.41049,67526,54202.87806,729.72726,1480,1652.64523,1531,716.81058,388.98891,1064,527.23521,524,196.86262,468,292.24242,0.02807,0.05026,0.11619,0.69452,0.20362,0.37018,0.3815,0.89434,0.85771,0.92872,37.0656,38.16667,22.87837,649.59584,2834,40.50518,42.83333,22.42978,688.60065,2733,0.83973,0.58974,0.01548,0.00532,0.0924
227345,,140,37,6,California,CA,Santa Clarita,Santa Clarita City,City,tract,91321,661,34.3909956,-118.4411518,18679077,11223,6233,3234,2999,2166.05373,2107,435.17866,20.71944,211,1,0.88626,0.72986,0.39336,0.39336,0.23223,0.23223,0.18483,252,211,136484.8903,128051,75169.48178,486.37745,1800,135116.706,129357,65714.45238,422.52993,1586,3221.20828,3202,879.33018,253.92332,1383,1013.88942,941,332.29659,165,71.99096,0.05039,0.06912,0.19186,0.89341,0.12576,0.13257,0.04534,0.94539,0.94297,0.9478,33.63894,34.91667,21.23985,733.89684,3234,35.88266,37.66667,20.80752,662.56895,2999,0.87967,0.6901,0.02431,0,0.04384
223188,,140,13,4,Arizona,AZ,Mesa,Mesa City,CDP,tract,85209,480,33.3754499,-111.6386696,2607351,2315,4634,2287,2347,1211.0042,1302,322.31293,131.6558,374,1,0.92055,0.48767,0.46849,0.43562,0.39452,0.19726,0.17534,374,365,62774.63202,52697,45731.65511,1143.27201,1891,72229.88881,64561,46779.78639,685.36266,1313,1386.51823,1348,520.01499,273.11314,581,548.77743,609,282.69602,936,629.39475,0.02769,0.05801,0.06328,0.38299,0.16654,0.6129,0.90363,0.91548,0.89288,0.93309,41.62305,40.16667,26.15889,523.02013,2287,52.00701,56.41667,24.31389,520.55348,2347,0.70873,0.68455,0.0449,0.01341,0.06181
236509,,140,86,12,Florida,FL,Opa Locka,Westview,City,tract,33054,305,25.8864171,-80.254888,6869430,96578,7546,3528,4018,800.42843,820,394.1215,852.10478,1303,0.98905,0.94708,0.90237,0.88139,0.79197,0.77099,0.65511,0.51551,1428,1096,27004.58755,16466,34316.49087,1714.54893,2150,32848.27539,26890,35913.70792,1159.58603,1481,1087.33838,1044,392.56571,406.13019,582,201.23863,128,150.07243,140,102.89869,0,0,0.11219,0.80609,1,0.38749,0.14711,0.71561,0.62741,0.78006,31.10699,27.66667,22.94305,830.18797,3528,33.91205,32.16667,20.67699,919.02672,4018,0.37706,0.25767,0.06641,0.02648,0.04414
292377,,140,9,55,Wisconsin,WI,Green Bay,Bellevue,City,tract,54311,920,44.4586793,-87.9212184,17516348,0,7025,3649,3376,938.97125,960,287.43698,247.94008,455,0.95165,0.86813,0.7011,0.54066,0.45714,0.40879,0.37802,0.31868,464,455,86452.73666,68882,67325.47925,1322.5291,2688,91125.03889,73742,63950.78812,923.05519,1983,1429.5103,1406,464.74744,595.94005,1447,548.28574,524,166.17485,777,475.48485,0.00629,0.00629,0.10207,0.65063,0.56293,0.43232,0.48643,0.90662,0.90397,0.90932,38.61837,39.33333,22.85019,823.65822,3649,39.43286,40.83333,22.30083,825.97825,3376,0.81155,0.56885,0.00566,0,0.10655
278415,,140,101,42,Pennsylvania,PA,Philadelphia,Cornwells Heights,Borough,tract,19114,215,40.0534743,-75.01614,1385962,5188,4180,2015,2165,645.16017,530,256.14758,794.18665,922,0.74078,0.59544,0.47397,0.43818,0.34599,0.29718,0.27766,0.19414,962,922,54565.43877,44245,46221.34511,1217.98146,1827,66002.71604,55193,46001.3997,663.00273,1155,1241.36579,1200,473.62671,256.76032,526,311.86697,343,181.51882,339,232.07303,0,0,0.03699,0.60809,1,0.7342,0.58216,0.89821,0.88819,0.90684,42.32945,42.83333,23.77474,482.89151,2015,44.2302,45.5,23.63912,468.61138,2165,0.48917,0.50419,0.01916,0.01557,0.03713
261537,,140,183,37,North Carolina,NC,Morrisville,Cary,Village,tract,27560,919,35.8062126,-78.8363333,2272193,0,2472,1271,1201,1030.12483,961,268.95786,347.56039,797,0.98996,0.8808,0.56336,0.399,0.28733,0.21581,0.17566,0.08657,797,797,90711.91192,63480,73382.19092,598.52007,1128,115053.7219,95961,72787.85852,249.01983,649,2544.65271,2518,1149.90278,60.97418,206,666.38752,701,233.78077,125,75,0.06042,0.06042,0.24169,0.62236,0.1566,0.06036,0.5513,0.96619,0.94258,0.9879,36.02193,36.41667,20.65707,307.32434,1271,41.90793,43.66667,19.88363,272.74807,1201,0.35154,0.54492,0.0079,0,0.12932
289352,,140,67,51,Virginia,VA,Rocky Mount,Rocky Mount,Town,tract,24151,540,36.984446,-79.9013845,42014511,275484,6708,3223,3485,587.00549,611,275.36556,1121.56167,1265,0.98577,0.79289,0.64664,0.59051,0.48379,0.39289,0.33755,0.25929,1414,1265,46706.69917,31393,46456.09128,2166.4975,3105,61566.2418,45390,48391.41712,1079.66554,1716,1099.23216,1050,423.37716,505.38757,811,382.09315,312,221.016,880,766.36364,0.00887,0.00887,0.01774,0.4796,0.54587,0.80847,0.8073,0.77456,0.75337,0.79613,43.24082,41.91667,22.90473,715.04673,3223,43.68292,42.66667,25.23215,835.75524,3485,0.56971,0.48443,0.04453,0.01955,0.13106
280432,,140,35,45,South Carolina,SC,Dorchester,Harleyville,City,tract,29437,843,33.1819144,-80.433233,414135310,1831997,5489,2652,2837,746.31681,828,272.55904,193.42327,277,1,0.87395,0.85714,0.65546,0.60504,0.58403,0.52941,0.47479,452,238,40944.50543,27083,41488.09903,1581.76999,2189,52717.2093,41601,43359.89753,925.99814,1410,961.20975,913,349.90061,651.20178,922,396.32957,367,177.44175,815,651.80434,0,0,0.00345,0.5308,1,0.83528,0.73149,0.81153,0.8056,0.81708,41.1761,44.5,21.24296,611.91996,2652,43.10801,44.16667,22.80061,697.42516,2837,0.81452,0.44866,0.02732,0.01234,0.14985
254392,,140,115,26,Michigan,MI,Monroe,Monroe City,CDP,tract,48162,734,41.9313337,-83.3989428,4202078,64039,3161,1331,1830,609.6109,636,327.78176,393.82211,479,0.96242,0.89353,0.78706,0.63883,0.58455,0.35699,0.33194,0.2547,497,479,53125.6632,41076,44358.23347,908.48966,1407,71453.84504,67487,39445.11453,368.07934,738,1227.63775,1187,424.66229,298.0439,552,431.12771,407,171.42955,358,262.54545,0.02198,0.02198,0.14286,0.60659,0.42433,0.26679,0.58525,0.91829,0.9463,0.89638,45.51148,51.75,21.55632,324.3451,1331,48.45419,52.83333,26.47576,411.38484,1830,0.77632,0.55236,0.05321,0.02787,0.10473
270847,,140,1,39,Ohio,OH,Peebles,Peebles,Village,tract,45660,937,38.9560042,-83.3557407,286755226,1535831,4699,2315,2384,605.2739,580,219.55079,491.52574,551,0.99453,0.97628,0.84124,0.70255,0.58759,0.49818,0.44708,0.33942,624,548,43841.14434,34163,39146.72274,1394.50515,1934,53437.24619,43047,39468.58484,820.00361,1225,957.87917,861,391.20096,482.48207,630,358.21381,325,172.65637,680,556.21808,0.02519,0.03511,0.04885,0.48092,0.30447,0.68043,0.80567,0.77767,0.76427,0.791,40.82239,41.41667,23.12303,541.83848,2315,41.09558,43.25,23.52873,578.25303,2384,0.67759,0.51796,0.04665,0.01019,0.16461
283137,,140,29,48,Texas,TX,San Antonio,Kirby City,Town,tract,78219,210,29.4643876,-98.3890946,2183562,0,3730,1651,2079,834.18501,865,275.133,201.26543,344,1,0.8651,0.68622,0.56012,0.36364,0.22287,0.21114,0.21114,360,341,62901.20914,52074,42897.12871,782.69958,1285,72411.51712,64615,38570.15629,425.64391,829,1131.65603,1099,333.36375,346.12212,520,418.62281,424,142.54409,405,285.24364,0,0,0.01838,0.56216,1,0.80666,0.67567,0.88312,0.90392,0.86486,40.79943,43.41667,21.80323,431.43815,1651,37.20486,37.08333,22.60025,618.03212,2079,0.73807,0.56547,0.04748,0.04748,0.09065
249059,,140,51,22,Louisiana,LA,Harahan,River Ridge,City,tract,70123,504,29.9612858,-90.2126572,1484794,0,2306,1120,1186,1313.42353,1054,514.50641,17.74309,51,1,1,0.90196,0.72549,0.47059,0.47059,0.47059,0.47059,51,51,120458.5959,105189,90543.95197,338.31963,911,138234.1712,132436,74398.33761,184.64899,699,2439.81677,2423,1067.80483,123.10321,456,654.48178,541,394.23393,404,258.48918,0.0186,0.03488,0.08837,0.53023,0.30633,0.49469,0.7324,0.96193,0.96088,0.96292,45.72347,51.66667,23.47392,290.27985,1120,44.60643,50.66667,23.82583,296.19823,1186,0.95794,0.69727,0.01421,0,0.10164
